,Date,Tweets
2265,2021-04-13 02:42:10+00:00,"cryptopunk death match:

lock two punks

one gets burned to 0x0...DEAD

the other gets a teardrop tattoo https://t.co/yWAgACIO9r"
2266,2021-04-13 02:18:06+00:00,"There will be many ""CryptoPunk killers"", and all that will do is make the original CryptoPunks more valuable."
2267,2021-04-13 00:52:34+00:00,"METAL PUNK #308 has been listed for sale

7/10 BASTARDIZED METAL

Price: Ξ0.4

LINK: https://t.co/LXkxZ7M46U

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/9B51AFK1yI"
2268,2021-04-12 23:17:37+00:00,"METAL PUNK #306 has been listed for sale

Price: Ξ0.0475

LINK: https://t.co/MiaWNNb70e

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/GVn3GwD3jY"
2269,2021-04-12 23:00:10+00:00,"The NeonPunk #12 has been minted.

Listed for sale on 
@opensea

Price: Ξ0.06

Get It on: https://t.co/DQe88EoiXz

 #NFT #NFTs #CryptoPunks #Altpunks #CryptoPunk #NFTCommunity #NFTCollectors"
2270,2021-04-12 22:59:03+00:00,"METAL PUNK #305 has been listed for sale

Price: Ξ0.0475

LINK: https://t.co/z4ZOsNPfI8

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/v9apkoQYPa"
2271,2021-04-12 22:56:00+00:00,"METAL PUNK #304 has been listed for sale

Price: Ξ0.0475

LINK: https://t.co/Czk028phC1

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/UobdRSUsO3"
2272,2021-04-12 22:43:32+00:00,"METAL PUNK #303 has been listed for sale

Price: Ξ0.0475

LINK: https://t.co/p05xUpIA10

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/AFEbD8fqh4"
2273,2021-04-12 22:37:08+00:00,"METAL PUNK #302 has been listed for sale

Price: Ξ0.0475

LINK: https://t.co/1zlbLSHGU3

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/njjjDQmV4J"
2274,2021-04-12 22:30:40+00:00,@peruggia_v Going to propose to @BuffettNicole with a cryptopunk instead of a ring.
2275,2021-04-12 22:26:36+00:00,"METAL PUNK #301 has been listed for sale

Price: Ξ0.0475

Last one before price floor increase

LINK: https://t.co/byBgZCSBQc

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/oJMLIWcBAG"
2276,2021-04-12 21:32:00+00:00,"The #CryptoPunk Billboard Exhibition in Miami takes me back to the time 16 of my works were on Maxi Screens in Madrid for one month. 
Such a cool way to show art!!! @saveartspace 
#Cryptoart  #NFTcollectors https://t.co/XuvWK2PqUg"
2277,2021-04-12 20:45:09+00:00,"This is Da Vinci Punk #050. Inspired by CryptoPunk #6965.

It's will be on auction for 24 hours, starting today 4pm PST

https://t.co/LjGIIl2L4C

#NFT #nftcollector"
2278,2021-04-12 19:49:49+00:00,"METAL PUNK #297 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/psmZQ42AjD

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/Adw5nXd4BB"
2279,2021-04-12 19:08:08+00:00,"If you aren’t commissioning artists to recreate your punk, you’re missing out on some great talent that can leave you with some memorable #cryptopunk souveniers. Eat, breath, sleep NFTs. https://t.co/l3ejfzOm4S"
2280,2021-04-12 19:04:13+00:00,"New Real Life Punks #NFTDrop tomorrow! 🤘

🚨 Tuesday, April 13th 7PM GMT 

https://t.co/lMRccFUqfp

#nftcollectors #NFTartists #NFTcollectibles #punks #NFTs #NFTCommunity #cryptopunk #NFTCommunity https://t.co/sL0OjwxHq0"
2281,2021-04-12 18:32:58+00:00,"Proud new owner of this commissioned @LegoPunks of #cryptopunk #6024! 

#nft #opensea @opensea https://t.co/ELM457OCrl"
2282,2021-04-12 18:16:45+00:00,"My first collector @dcroweth is trying to exchange my genesis piece ""Ptichka"" on cryptopunk from @punk4156. I never thought I would write something like this when I made this artwork :) https://t.co/NQZCk0dBxg"
2283,2021-04-12 18:16:16+00:00,Can we chill out with the CryptoPunk spin offs. It’s been done to death now. https://t.co/joO6PW6XHz
2284,2021-04-12 17:28:17+00:00,"Normal profile photo -1 respect

Cartoon profile photo +1 respect

Cryptopunk profile photo +5 respect  -5 opsec"
2285,2021-04-12 17:24:57+00:00,"I have some badass #cryptopunk commissions on the way for punk #6024 by @LegoPunks, @Yellow_Punks and @duse_m and have already got one from @NFTrevolution and @Cripto32. If you own a punk &amp; want a cool piece to mark this time in history, these artists may be able to help you out! https://t.co/5o3QF0F5mO"
2286,2021-04-12 17:17:20+00:00,Custom CryptoPunk Cap Gang https://t.co/5KHDDqnHIb
2287,2021-04-12 17:08:29+00:00,Cryptopunk price floor is above 20 ETH https://t.co/3qpQmXt9WY
2288,2021-04-12 16:51:30+00:00,"FAM MAYBE THE BIGGEST NEWS I'VE EVER TWEETED ABOUT. YOUR BOY IS A @larvalabs CRYPTOPUNK OWNER!!!

This has been a long time coming, and I'm THRU THE ROOF. Check him out.

Welcome, #9260. Welcome to your HOME!!

#punks #larva #NFT https://t.co/9FILv1LAH2"
2289,2021-04-12 16:25:02+00:00,"I’ve done today this zombie Cryptopunk #6586 🧟‍♂️👾🧟‍♂️ 
@ArtOnBlockchain 👽 

#NFTs #muralpainting #cryptopunksart @larvalabs https://t.co/FgvhGaniSk"
2290,2021-04-12 15:44:57+00:00,"cryptopunk owners, get on this https://t.co/AUmZ06KxRF"
2291,2021-04-12 15:16:42+00:00,"i dont need a cryptopunk to flex

breathtaking first piece of my collection

gifted by the master @FiveTimesNo  
a name you should know
immense thanks https://t.co/6aSz7uzu9n"
2292,2021-04-12 14:43:00+00:00,"@punk4156 Hey 4156!
I'm André, 25 years old, comicbook artist and illustrator from Germany. I feel kinda sad for the poor Cryptopunk, but my work may be worth the trade^^

I hope you like it 💛

https://t.co/9yyTQ4W0js https://t.co/KxQhFgjlE5"
2293,2021-04-12 14:39:57+00:00,"if I were to trade the Kanye photo for a cryptopunk, it would be paradigm shift entirely. Can you imagine"
2294,2021-04-12 14:27:26+00:00,"@punk4156 OMG, I just can't get past it 😳 I think the universe loves me. Yesterday I wrote that I stop dreaming about CryptoPunk, and today I see it 🙏 Thank you for this opportynity! https://t.co/A6n4Q55aI4"
2295,2021-04-12 14:20:04+00:00,Anyone interested in a cryptopunk? Well seems like this is your chance as an artist. https://t.co/66qFgXlG1D
2296,2021-04-12 14:18:51+00:00,"@punk4156 For a Cryptopunk i can trade my Cyberpunk 
( and my soul too 👹 ) https://t.co/JM1ECSiFb9"
2297,2021-04-12 14:13:23+00:00,"METAL PUNK #296 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/8JRecACSTa

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/d0kGdTeliU"
2298,2021-04-12 14:08:40+00:00,"This is the shill thread to end all shill threads. I will trade a cryptopunk from my collection for something in this thread at the end of the week. Can be OG work from a collector, or new work from an artist. Must be 1/1. Images only. If you DM to shill, you're disqualified. Go!"
2299,2021-04-12 14:00:01+00:00,"The news that a user has bid $6.3m on 16 CryptoPunk NFTs proves that interest in the sphere continues to grow and more NFT use cases are yet to be discovered.

👉 Read about the first ever NFT quest: https://t.co/6T65qmBKYG"
2300,2021-04-12 13:56:50+00:00,Why isn't there a Thug Life cryptopunk?
2301,2021-04-12 12:53:08+00:00,@Loopifyyy What’s a CryptoPunk?
2302,2021-04-12 12:27:13+00:00,"Going to do the 3/10 in my #CryptoPunk series soon.

Taking bids over Twitter to find if any punk owners are interested in getting portrait of theirs on canvas and in @SuperRare #NFT.

Start bidding below - first 2 of series sold for 10 and 4 ETH.

Let’s see where 3rd is valued. https://t.co/ztZaBUKGFw"
2303,2021-04-12 12:00:13+00:00,One day I’ll be able to afford a CryptoPunk...but rn I’m just tryna pay rent and take my girl on vacation 💯📸
2304,2021-04-12 10:33:45+00:00,"Some of my favorite Deviant Punks up for sale now! 🔥

@DeviantPunks 

#nftcollector #NFTcollectibles #NFTcollectibles #Cryptopunk

https://t.co/lyT3edbBTj https://t.co/IShpDcN71H"
2305,2021-04-12 10:26:35+00:00,"Gooood morrrrrrning ☀️ 

I had such a nice dream, I went deep down the rabbit hole and got myself a #cryptopunk 

Woke up and, ohhh Hi there 😍😍😍"
2306,2021-04-12 09:41:16+00:00,My custom made CryptoPunk cap arrived YOOOO https://t.co/LJ7IgjdGM2
2307,2021-04-12 06:18:37+00:00,"#cryptopunksfloorhistory Monday Update:

We are back above 20 $ETH!

Larva Labs floor: 20.40Ξ 📈
266 punks for sale below 30Ξ (+2) 
https://t.co/hSfxyI0xkF

OpenSea floor (Wrapped CryptoPunks): 30.00Ξ 😴
https://t.co/cfrUwtZBYw

#CryptoPunks #CryptoPunk #NFT $ETH https://t.co/Kw4t7qVOqZ"
2308,2021-04-12 05:57:04+00:00,"🚨 IDEA TIME 💡

👾 Moxsly's a CryptoPunk Themed Bar 🍺

Where #CryptoPunks are lifetime VIPS 😎

HOW 👇"
2309,2021-04-12 04:11:52+00:00,"RICK???

METAL PUNK #294 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/rQfUrSQzp4

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/JoPAaFHJmm"
2310,2021-04-12 03:49:29+00:00,"For anyone who thinks that flexing your wealth with NFT is dumb, just know that there's a market out there for rich people who want their ideal/auspicious carplate number in Singapore.

Probably just as much utility as a cryptopunk tbh: 

WEALTH FLEXING

https://t.co/cJ9P6laUs2 https://t.co/3ARKgbYV1P"
2311,2021-04-12 03:47:16+00:00,"METAL PUNK #293 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/Xb7ygWLnP7

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/MeFqyiYgXT"
2312,2021-04-12 03:35:10+00:00,"METAL PUNK #292 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/Pb2r3Zv9CJ

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/drHE6dFz0j"
2313,2021-04-12 03:30:00+00:00,"Alpha Kong has been listed for sale

Price: Ξ0.075

LINK: https://t.co/mz5tpZBMf0

#NFT #NFTs #Altpunks #Cryptopunk #nftart #NFTCommunity #NFTartist #3DMixedPunks https://t.co/b2lNj75wab"
2314,2021-04-12 03:22:02+00:00,"METAL PUNK #291 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/prTOS6i6Pp

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/1giBMGfDKJ"
2315,2021-04-12 02:33:57+00:00,@PepeXBT I have a goal to sell some crypto punks for enough $ to buy my next property/build house. That would a proper champion moment. The ultimate fuck-you to the system. I'd tile the cryptopunk artwork into the floors of the entryway. It'll be a beach front house. My nuts hang heavy
2316,2021-04-12 02:09:56+00:00,"🟪 RARE 🟧

Neon Punk #031 (Glowing Neon 2/15) has been listed for sale 

Ξ0.15

https://t.co/x3940PcwCZ

#NFT #NFTs #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/Fp6tcqgYOY"
2317,2021-04-11 23:23:00+00:00,"Unofficial punks and the work that you have done for the NFT movement as a whole, is iconic and more valuable than any cryptopunk could ever be. I'll say it for the entire NFT community (artists and collectors), we thank you very much for the work that you have done thus far. https://t.co/1teGtPCbRj"
2318,2021-04-11 22:56:18+00:00,"METAL PUNK #280 has been listed for sale

EIGHTEENTH PRECIOUS METAL (18/25)

Price: Ξ0.5

LINK: https://t.co/n0ojJSkNnh

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/t7cqLBbb17"
2319,2021-04-11 22:01:25+00:00,"METAL PUNK #279 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/tGxJfvoXyx

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/mkCnsNMfkb"
2320,2021-04-11 21:35:58+00:00,"RandomPunks #1 for sale now 😎 #rarible #opensea #cryptopunk #cryptopunks #cryptokitties #nfts #nftart #nftartists
#nft #NFTdrop #NFTCommunity #NFTcollectibles #nftcollectors #pixelart #NFTartist  #cryptoart 
https://t.co/r1l2vyJWYm"
2321,2021-04-11 21:18:45+00:00,"After the phenomenal $69 million success of its @Beeple NFT auction, @ChristiesInc says it will auction nine CryptoPunk NFTs from @LarvaLabs on May 13th. So what’s driving the #NFT sector - and where does it go from here? https://t.co/zTaJQTmaZl"
2322,2021-04-11 21:04:46+00:00,"Who said girl punks couldn't wear cowboy hats? 🤠

METAL PUNK #275 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/imL3N4hf9E

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/n8SiTzC2Wa"
2323,2021-04-11 20:07:31+00:00,"Now Available with @KnownOrigin_io

Episode No. 27 by LancePilgrim

1 of 3

🔥 Genesis edition 🔥

https://t.co/KcJgRthPzh

#cryptoart #NFT #cryptoartist #ETH #neopopart #nftart #nftartist #nftcommunity #nftcollector #cyberpunk #cryptopunk #animation https://t.co/v6j1z7pOiZ"
2324,2021-04-11 19:57:32+00:00,"You should join @The_HashPunks discord, it could be the next @picassopunks 

#nft #nftart #nfts #nftartist #nftcollector #nftcommunity #opensea #eth #ethereum #bitcoin #doge #cryptoart #Altpunks #cryptopunks #Cryptopunk

https://t.co/fmsE4ANfh8"
2325,2021-04-11 19:53:34+00:00,"You should join @The_HashPunks discord, it could be the next @picassopunks 

#nft #nftart #nfts #nftartist #nftcollector #nftcommunity #opensea #eth #ethereum #bitcoin #doge #cryptoart #Altpunks #cryptopunks #Cryptopunk

https://t.co/uCwowue42n"
2326,2021-04-11 19:52:06+00:00,"MAMBA

METAL PUNK #270 has been listed for sale

Price: Ξ0.045

LINK: https://t.co/VBlbgGtRuf

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/rycqar4GU8"
2327,2021-04-11 19:44:20+00:00,"@BobAmorMusic @IanCRogers @NFTaDay @PollockPunks Yes they are!! Pollock is sick!

They have Roman, Impasto &amp; Picasso though... some our favorites!

@bernardo_cafe  @PollockPunks @RomanpunksNFT @ImpastoPunks @NFTBirds @picassopunks 
#NFT #NFTs  #NFTcollectors #Opensea  #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity"
2328,2021-04-11 17:55:29+00:00,"I also collect NFT’s. I feel strongly about giving back to the community that has helped me. My prized possession being my CryptoPunk #9233, funded solely through my crypto art.

I believe in the power of Ethereum, hence why nearly all of my assets are held as ETH or in NFTs. https://t.co/0OjVeBKKEP"
2329,2021-04-11 17:54:03+00:00,"Hmmmm thinking about getting a cryptopunk 🤔

Anybody interested in a @CubesCrypto? ✨"
2330,2021-04-11 17:43:40+00:00,"Nobody:
Cryptopunk owners: I am going to tell you why this one I just acquired is the most rare of all"
2331,2021-04-11 17:39:17+00:00,"The NeonPunk #11 has been minted.

Listed for sale on 
@opensea

Price: Ξ0.06

Get It on: https://t.co/6vbv9zk6hu

 #NFT #NFTs #CryptoPunks #Altpunks #CryptoPunk #NFTCommunity #NFTCollectors

https://t.co/UBFqGwyQHe"
2332,2021-04-11 15:52:00+00:00,"Let's start with the second series 👀

 #NFT #NFTs #CryptoPunks #Altpunks #CryptoPunk #NFTCommunity #NFTCollectors"
2333,2021-04-11 15:49:30+00:00,1/ Why I think #Cryptopunk's are a great investment. A reflection on my purchase of my first Punk - Punk 3416 👾🥷 from @VonMises14.
2334,2021-04-11 14:34:00+00:00,"Just sold this guy from our last drop🔥

Big thank you to 2A94FD 🙏

Long live the punks!!! 🤘

#nftcollectors #NFTartists #NFTcollectibles #punks #NFTs #NFTCommunity #cryptopunk #NFTDrop @opensea https://t.co/Zu9wWsnEMl"
2335,2021-04-11 14:29:28+00:00,"ElonPunks are starting their rocket engines. 🚀🚀🚀 Thanks to our first 20 early adopters and in particular to the two investors who were competing yesterday to see who could get the most. ❤️

#nft #nftcollectors #nftcollectors #NFTartist #ElonMusk #Cryptopunk @UnofficialPunks https://t.co/WLAncC6KHY"
2336,2021-04-11 14:06:18+00:00,"Some of our favourite #NFTartists  &amp; #NFT ‘s have made the limelight with listings on the top auction house sites. 

#Cryptopunk #Pak &amp; #Beeple 

Who’s next❓

@fewocious @trevorjonesart @XCOPYART"
2337,2021-04-11 13:53:08+00:00,"🔥SOLD🔥

#DreamPunks #123 acquired by chiller!! 🚓🚓

Congrats!!🍻

#NFT #NFTs  #NFTcollectors #Opensea  #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist #NFTcollectibles https://t.co/8mVx3yUpPk"
2338,2021-04-11 11:15:03+00:00,"Battle of the Ethereum NFTs: CryptoPunk sales exceed NBA Top Shots (via @shauryamalwa) 

https://t.co/L6GQS4elq2"
2339,2021-04-11 10:33:20+00:00,"I just listed “The Oxygen — ""Is art something?"" Series” for sale on @withFND! 🌐

https://t.co/0DdMyKVf4l 

#nft #nftissue #nftart #nfts #digitalart #crypto #cryptoart #ether #ethereum #opensea #rarible #art #artist #futureart #cryptopunks #cryptopunk #beeple #beeplecrypto"
2340,2021-04-11 06:36:57+00:00,"#cryptopunksfloorhistory Sunday Update:

Larva Labs floor: 19.70Ξ 📈
264 punks for sale below 30Ξ (+9) 
https://t.co/hSfxyI0xkF

OpenSea floor (Wrapped CryptoPunks): 30.00Ξ 📈
https://t.co/cfrUwtZBYw

#CryptoPunks #CryptoPunk #NFT $ETH https://t.co/Nxlm9S1VMz"
2341,2021-04-11 05:25:39+00:00,"A 3D #cryptopunk tribute for the good friend @tonyherrera!

3D sculpting by @rallsen , some texturing by me ❤️

#nft #nftart https://t.co/a8VJS7y7Qt"
2342,2021-04-11 05:08:46+00:00,sos I want a #cryptopunk
2343,2021-04-11 04:31:59+00:00,"""During a Q&amp;A session in the Cryptopunk Discord, Pussy Riot announced a partnership with Justin Aversao’s non-profit Save Art Space to support feminist, trans, queer communities""

IT'S TRUE 🤍⚡️

we need some queer public art in Alabama and Idaho, don't we? https://t.co/YGPxglJLnu https://t.co/9nNiCcJVHW"
2344,2021-04-11 04:26:26+00:00,Where my #cryptopunk family members at?! #3572 at your service!
2345,2021-04-11 03:50:45+00:00,"The $ETH Gas is lower than its been in weeks! Good time to get #punks with low fees! 

https://t.co/zsd4nAGJKy

#NFT #NFTs #unofficialpunks #altpunks #cryptopunk #DreamGenPunks"
2346,2021-04-11 03:30:32+00:00,"METAL PUNK #255 has been listed for sale

SEVENTEENTH PRECIOUS METAL (17/25)

Price: Ξ0.5

LINK: https://t.co/3YOaRu3pYh

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/XDtF5vSU8Q"
2347,2021-04-11 02:31:10+00:00,I finally bought Idapunk  via @signArtApp -  https://t.co/yymYpStu2w #idapunk #cryptopunk #digitalart #nfts #NFTs #NFT
2348,2021-04-11 02:29:36+00:00,"@DynastyxPPunks @picassopunks @Banks @mattmedved @cryptokolik @themariokarters @GraffitiKINGS @Hunter_NFT @RealLifePunks1 @JimboFishN @3DBastardPunks #0250 Competes with mine:

 @PollockPunks @NftSpaceman @JRNYcrypto @BobAmorMusic @DynastyxPPunks @RomanpunksNFT @ImpastoPunks @NFTBirds @picassopunks @vevecollectible #Opensea  #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist 

https://t.co/ElcFj3Yxbg"
2349,2021-04-11 02:18:56+00:00,"A total of 711/1010 survived the burn!! 

Who's ready for color reveal?!?! 

#NFT #NFTCommunity #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #cryptoart #NFTshill #NFTcollectibles #NFTsale #DeFi #HODL #unofficialpunks #NFTs"
2350,2021-04-11 01:34:45+00:00,"🔥SOLD🔥

#DreamPunks #121 snapped up by NFTJake!!

Congrats!!😎

#NFT #NFTs  #NFTcollectors #Opensea  #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist #NFTcollectibles https://t.co/mpljOgXSuE"
2351,2021-04-11 01:23:45+00:00,"METAL PUNK #249 has been listed for sale

Price: Ξ0.04

LINK: https://t.co/OfJO1wuoTb

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/RoVsmcQiVj"
2352,2021-04-11 01:04:27+00:00,"Swole Pikachu giveaway To enter like post retweet &amp; tag 3 NFT collectors by 4/18 #rarible #opensea #cryptopunk #cryptopunks #cryptokitties #nfts #nftart #nftartists
#nft #NFTdrop #NFTCommunity #NFTcollectibles #nftcollectors #NFTartist  #cryptoart #pokemon #pikachu #pokemoncards https://t.co/4mEKJ43Xkk"
2353,2021-04-11 00:34:42+00:00,"#NFT GIVEAWAY! 

Simple to enter: 

1) Follow us 👍
2) Retweet this post 👆

Let's see who the winner will be. 
Good luck! 🤔🙂

#NFT #NFTs #NFTCommunity #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTshill #NFTcollectibles #NFTsale #DeFi #HODL https://t.co/AAjpxoxBPy"
2354,2021-04-10 23:48:19+00:00,"Here comes the burn!!! 🔥🚨

Unsold collection will now be put to flames! 

https://t.co/GnDVN9KH7d

#NFT #NFTCommunity #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #cryptoart #NFTshill #NFTcollectibles #NFTsale #DeFi #HODL #unofficialpunks #NFTs https://t.co/srELh5uAcE"
2355,2021-04-10 23:30:02+00:00,So who's making the Cryptopunk documentary for @netflix? https://t.co/w36qWquHt4
2356,2021-04-10 23:09:03+00:00,"Neon Punk #030 has been listed for sale 🟪

Ξ0.0375

https://t.co/dOnarv6OIg

#NFT #NFTs #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/HJ4eBCAWI2"
2357,2021-04-10 23:00:59+00:00,"On the future decentralized Twitter, you'll need to OWN the cryptopunk to make it your avatar."
2358,2021-04-10 22:49:10+00:00,"METAL PUNK #245 has been listed for sale

Price: Ξ0.04

LINK: https://t.co/3pu3j3q3rn

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/iErF8e71wh"
2359,2021-04-10 22:34:50+00:00,Holy shit... actually got a shot heading into Sunday in the cryptopunk contest on @DraftKings for @TheMasters https://t.co/MkRSXHnRrg
2360,2021-04-10 22:25:30+00:00,"METAL PUNK #243 has been listed for sale

Price: Ξ0.04

LINK: https://t.co/fZuxypRYhq

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/YyzQ0ah4J3"
2361,2021-04-10 22:22:19+00:00,3D 🐵   #cryptopunks #realpunks #cryptopunk #nft #nftart #nftcollector #nftcollectors https://t.co/qhPaYWYCuy
2362,2021-04-10 22:15:17+00:00,"@popmhan and @manofmissle did a little tribute of our favorite PUNK @punk4156, I really like what I see him doing with his cryptopunk. Value isn't just in the scarcity, value is in what you do with the asset. Be the meme. #NFT https://t.co/TyxP55DBDu"
2363,2021-04-10 22:06:44+00:00,"Now that the first series is sold out, we want to announce that before launching the second we are working on something that will give more solidity to the project.

 #NFT #NFTs #CryptoPunks #Altpunks #CryptoPunk #NFTCommunity #NFTCollectors"
2364,2021-04-10 21:52:24+00:00,"METAL PUNK #242 has been listed for sale

Price: Ξ0.04

LINK: https://t.co/tDFQmiveiB

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/Hb7AK9E7CX"
2365,2021-04-10 21:17:23+00:00,"METAL PUNK #240 has been listed for sale

Price: Ξ0.04

LINK: https://t.co/8i20gzNfBY

#NFT #NFTs #Altpunks #metalpunk #Cryptopunk #nftart #NFTCommunity #NFTartist https://t.co/x9J906qeRJ"
2366,2021-04-10 20:55:05+00:00,"Check out this #NFT for sale on Mintable! Pick up 'I CAN SEE YOU' before its swooped up! https://t.co/QJswunU88j 
#NFT #NFTs #NFTCommunity #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTshill #NFTcollectibles #NFTsale #DeFi #HODL"
2367,2021-04-10 20:52:54+00:00,"@PollockPunks YESSSSSSSSSSSSSSSSSSSSSSSSSSSSS

Will shoot it to you now.

THANK YOU FOR THIS OPPORTUNITY!!!!!!!!

@hard_dino @BobAmorMusic  
#NFT #NFTs  #NFTcollectors #Opensea  #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist"
2368,2021-04-10 20:46:24+00:00,"This punk has got attitude 😎

Punks in real life 🤘

🚨 New drop available now on @opensea 

https://t.co/HjeV1KVBhn

#nftcollectors #NFTartists #NFTcollectibles #punks #NFTs #NFTCommunity #cryptopunk #NFTDrop #unofficialpunks #NFT"
2369,2021-04-10 20:31:15+00:00,"@garyvee The future of art is here: 

#nft #nftart #nfts #nftartist #nftcollector #nftcommunity #superrare #mintable #rarible #niftygateway #opensea #eth #ethereum #bitcoin #doge #decentraland #sandbox #cryptoart #crypto #Altpunks #cryptopunks #Cryptopunk

https://t.co/SFT9LP2BW1"
2370,2021-04-10 20:19:46+00:00,"Thanks to @UnFy3D for picking up #DreamGenPunk #24! 
More coming soon, early #punks still available for early adopters !

#Altpunks #nft #cryptoart #cryptopunks #cryptopunk #nfts https://t.co/UzHoyROjHQ"
2371,2021-04-10 18:17:02+00:00,"@evankeast @makersplaceco There will be 2 more skulls available for trades only. 
an original Beeple or a Cryptopunk/Autoglyph. 

Otherwise Smart Contract wallets will be generated for the both of them where initial social token allocation will be frozen until claimed."
2372,2021-04-10 17:58:16+00:00,"Congratulations to the Cryptopunk OG @tonyherrera for collecting his Nyanpunk 🥳🥳🥳

Thank you so much for the support🤍🤍🤍

#nyanpunks 

https://t.co/0VP3HRpRsS"
2373,2021-04-10 17:32:45+00:00,"@garyvee LFG!!!

@hard_dino @UrgentGames @ImpastoPunks @JRNYcrypto @BobAmorMusic @DynastyxPPunks @NFTsAnonymous @RomanpunksNFT @ryan44649155 @NFTBirds @picassopunks @vevecollectible 
#NFT #NFTs  #NFTcollectors #Opensea  #Altpunks #cryptopunks #Cryptopunk #nftart #NFTCommunity #NFTartist"
2374,2021-04-10 17:25:02+00:00,"Person who tags you, compliments you, and then apologises for POTENTIAL repetition.
No #cryptoPunk can beat that virtue and value. God bless you @FiveTimesNo https://t.co/Gad7kSEMfL"
2375,2021-04-10 17:00:01+00:00,"New Drop is Live 🔥

Hurry up, only 4 Punks Left!! 

Let's bring the punks to life 🤘

https://t.co/lMRccFUqfp

#nftcollectors #NFTartists #NFTcollectibles #punks #NFTs #NFTCommunity #cryptopunk #NFTDrop https://t.co/kYFOJ1ilLx"
2376,2021-04-10 15:13:32+00:00,someone should tell him how much a cryptopunk costs now
2377,2021-04-10 15:00:00+00:00,"2 hours left until our next #NFTDrop 🔥

Which punk will you choose?🤘

#nftcollectors #NFTartists #NFTcollectibles #punks #NFTs #NFTCommunity #cryptopunk #NFTDrop @opensea

https://t.co/lMRccFCOQP https://t.co/tfl802D1Jn"
